example_id,image_path,human_label,target_label,allowed_clip_labels,original_prediction_label,original_confidence,original_is_target,original_correct,high_confidence_failure,target_prob_orig,target_rank_orig,distractor_label,distractor_present,distractor_prob_orig,distractor_rank_orig,best_operator,post_prediction_label,post_is_target,target_prob_post,target_rank_post,distractor_prob_post,pairwise_margin_orig,pairwise_margin_post,margin_improved,oracle_improves_target_prob,oracle_improves_target_rank,oracle_decreases_distractor,oracle_recovers_top1,oracle_recovers_top3,oracle_recovers_top5,oracle_top5_or_pairwise,strong_pairwise_improvement,text_object_iou,n_text_boxes,n_object_boxes,n_dominant_objects,target_area_frac,max_text_area_frac,passes_ambiguity,is_directional_failure,is_strict_oracle_repairable,in_clean_subset
99,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.7578412890434265,True,True,False,0.7578412890434265,1,cake,False,0.2109750211238861,2,expanded_gray_fill_1.25,pizza,True,0.9125231504440308,1,0.07594702392816544,0.5468662679195404,0.8365761265158653,True,True,False,True,True,True,True,True,True,0.0025747822794396063,1,1,1,0.5226801658163265,0.005022321428571429,True,False,False,True
100,,airplane,airplane,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,airplane,0.9995282888412476,True,True,False,0.9995282888412476,1,car,False,0.00027275708271190524,2,gaussian_blur,airplane,True,0.9994693398475647,1,0.00037937398883514106,0.9992555317585357,0.9990899658587296,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.30701929209183676,0.0033482142857142855,True,False,False,True
101,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.9999713897705078,True,True,False,0.9999713897705078,1,truck,False,1.811799666029401e-05,2,gray_fill,train,True,0.9999613761901855,1,2.6545958462520503e-05,0.9999532717738475,0.999934830231723,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.2981505102040816,0.00412547831632653,True,False,False,True
102,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.6218708753585815,True,True,False,0.6218708753585815,1,truck,False,0.24481163918972015,2,gray_fill,bus,True,0.5979620218276978,1,0.24576497077941895,0.3770592361688614,0.3521970510482788,False,False,False,False,True,True,True,True,False,0.0,1,1,0,0.09086017219387756,0.003208705357142857,True,False,False,False
103,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.7470357418060303,False,False,True,0.22302356362342834,2,clock,False,0.7470357418060303,1,expanded_gray_fill_1.25,train,True,0.7667056918144226,1,0.21765795350074768,-0.5240121781826019,0.5490477383136749,True,True,True,True,True,True,True,True,True,0.0,5,2,1,0.22385204081632654,0.00936702806122449,True,True,True,True
104,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.6461537480354309,False,False,False,0.23213909566402435,2,truck,False,0.6461537480354309,1,expanded_gray_fill_1.25,truck,False,0.2212516814470291,2,0.5683766007423401,-0.41401465237140656,-0.347124919295311,True,False,False,True,False,True,True,True,False,0.0,1,1,0,0.052614795918367346,0.0034877232142857145,True,False,False,False
105,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9705769419670105,True,True,False,0.9705769419670105,1,truck,False,0.017257431522011757,2,expanded_gray_fill_1.25,bus,True,0.9299815893173218,1,0.032966528087854385,0.9533195104449987,0.8970150612294674,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.30831473214285715,0.004842952806122449,True,False,False,True
106,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,umbrella,0.4774055778980255,False,False,False,0.3272351324558258,2,umbrella,False,0.4774055778980255,1,gray_fill,umbrella,False,0.2551809251308441,2,0.5563276410102844,-0.1501704454421997,-0.3011467158794403,False,False,False,False,False,True,True,True,False,0.0,2,1,1,0.22618383290816327,0.0030691964285714285,True,False,False,True
107,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.818330705165863,False,False,True,0.004007807932794094,7,cup,False,0.818330705165863,1,expanded_gray_fill_1.25,cup,False,0.004301725886762142,7,0.8645337224006653,-0.8143228972330689,-0.8602319965139031,False,False,False,False,False,False,False,False,False,0.0,1,1,0,0.07085060586734694,0.003946109693877551,True,False,False,False
108,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.9999927282333374,True,True,False,0.9999927282333374,1,cake,False,2.683660795810283e-06,2,gaussian_blur,pizza,True,0.999993085861206,1,2.483420757926069e-06,0.9999900445725416,0.9999906024404481,True,False,False,False,True,True,True,True,False,0.0,1,2,1,0.34769610969387754,0.005082110969387755,True,False,False,True
109,,cell phone,cell phone,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cell phone,0.9992256164550781,True,True,False,0.9992256164550781,1,cup,False,0.00034986730315722525,2,expanded_gray_fill_1.25,cell phone,True,0.9995813965797424,1,0.00024332452449016273,0.9988757491519209,0.9993380720552523,True,False,False,False,True,True,True,True,False,0.0,3,1,0,0.058294802295918366,0.020069355867346938,True,False,False,False
110,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.7190780639648438,True,True,False,0.7190780639648438,1,bus,False,0.280105322599411,2,expanded_gray_fill_1.25,truck,True,0.6356199979782104,1,0.36334919929504395,0.43897274136543274,0.2722707986831665,False,False,False,False,True,True,True,True,False,0.016877637130801686,3,3,2,0.2632533482142857,0.00412547831632653,True,False,False,False
111,,teddy bear,teddy bear,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,teddy bear,0.9744516611099243,True,True,False,0.9744516611099243,1,bear,False,0.023255784064531326,2,expanded_blur_1.25,teddy bear,True,0.9673251509666443,1,0.02815289981663227,0.951195877045393,0.939172251150012,False,False,False,False,True,True,True,True,False,0.0,6,1,1,0.15192522321428573,0.011120854591836735,True,False,False,False
112,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.3258749842643738,True,True,False,0.3258749842643738,1,hot dog,False,0.19924955070018768,2,expanded_gray_fill_1.25,truck,True,0.3299367427825928,1,0.21262355148792267,0.1266254335641861,0.1173131912946701,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.201171875,0.0025111607142857145,True,False,False,False
113,,cake,cake,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cake,0.9953036308288574,True,True,False,0.9953036308288574,1,cup,False,0.002316129393875599,2,expanded_gray_fill_1.25,cake,True,0.9973260164260864,1,0.0011739424662664533,0.9929875014349818,0.99615207395982,True,False,False,False,True,True,True,True,False,0.0,4,1,0,0.05309311224489796,0.009964923469387755,True,False,False,False
114,,broccoli,broccoli,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,broccoli,0.9991713762283325,True,True,False,0.9991713762283325,1,carrot,False,0.0005030393367633224,2,expanded_blur_1.25,broccoli,True,0.9986158609390259,1,0.000650418340228498,0.9986683368915692,0.9979654425987974,False,False,False,False,True,True,True,True,False,0.0031062331745703043,3,1,1,0.3795838647959184,0.006576849489795918,True,False,False,True
115,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9710888266563416,True,True,False,0.9710888266563416,1,train,False,0.021373318508267403,2,expanded_gray_fill_1.25,bus,True,0.989364504814148,1,0.0063921008259058,0.9497155081480742,0.9829724039882421,True,True,False,True,True,True,True,True,False,0.0,1,1,0,0.09560347576530612,0.002889827806122449,True,False,False,False
116,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9937660694122314,True,True,False,0.9937660694122314,1,train,False,0.003935959190130234,2,expanded_blur_1.25,bus,True,0.9935141801834106,1,0.004483379423618317,0.9898301102221012,0.9890308007597923,False,False,False,False,True,True,True,True,False,0.0,3,1,1,0.13404815051020408,0.0024912308673469387,True,False,False,False
117,,giraffe,giraffe,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,giraffe,0.9924120306968689,True,True,False,0.9924120306968689,1,zebra,False,0.006523602642118931,2,gaussian_blur,giraffe,True,0.9954343438148499,1,0.0042313216254115105,0.98588842805475,0.9912030221894383,True,False,False,False,True,True,True,True,False,0.0,2,1,1,0.5324856505102041,0.04575892857142857,True,False,False,True
118,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.9995251893997192,True,True,False,0.9995251893997192,1,cake,False,0.0001371622201986611,2,gaussian_blur,pizza,True,0.9995751976966858,1,0.0001215838419739157,0.9993880271795206,0.9994536138547119,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.19120695153061223,0.00466358418367347,True,False,False,True
119,,bicycle,bicycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bicycle,0.9921644926071167,True,True,False,0.9921644926071167,1,bus,False,0.0031782719306647778,2,expanded_gray_fill_1.25,bicycle,True,0.9885861277580261,1,0.0011187504278495908,0.9889862206764519,0.9874673773301765,False,False,False,False,True,True,True,True,False,0.08547557840616966,2,1,0,0.05022321428571429,0.018933354591836735,True,False,False,False
120,,cell phone,cell phone,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cell phone,0.9965906143188477,True,True,False,0.9965906143188477,1,clock,False,0.0006720833480358124,2,expanded_gray_fill_1.25,cell phone,True,0.9977018237113953,1,0.000346506159985438,0.9959185309708118,0.9973553175514098,True,False,False,False,True,True,True,True,False,0.0,2,1,0,0.08330676020408163,0.06726323341836735,True,False,False,False
121,,cell phone,cell phone,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.5923330187797546,False,False,False,0.18612723052501678,2,cup,False,0.5923330187797546,1,gray_fill,cell phone,True,0.9852892756462097,1,0.008477174676954746,-0.40620578825473785,0.976812100969255,True,True,True,True,True,True,True,True,True,0.0,3,2,0,0.09054129464285714,0.03125,True,True,True,False
122,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.9923058152198792,True,True,False,0.9923058152198792,1,bus,False,0.007346919272094965,2,gray_fill,truck,True,0.9928213953971863,1,0.006865218281745911,0.9849588959477842,0.9859561771154404,True,False,False,False,True,True,True,True,False,0.004869141813755326,1,2,2,0.5450414540816326,0.0023915816326530613,True,False,False,False
123,,boat,boat,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,boat,0.9998112320899963,True,True,False,0.9998112320899963,1,suitcase,False,7.528301648562774e-05,2,gaussian_blur,boat,True,0.9998075366020203,1,7.481245120288804e-05,0.9997359490735107,0.9997327241508174,False,False,False,False,True,True,True,True,False,0.023050010290183165,1,3,1,0.18195950255102042,0.002232142857142857,True,False,False,False
124,,cup,cup,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.6046257615089417,False,False,False,0.1225413829088211,3,donut,False,0.6046257615089417,1,expanded_gray_fill_1.25,donut,False,0.13503456115722656,3,0.557140052318573,-0.48208437860012054,-0.42210549116134644,True,True,False,True,False,True,True,True,False,0.0,1,2,0,0.07525510204081633,0.0033482142857142855,True,True,False,False
125,,umbrella,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,umbrella,0.9928304553031921,True,True,False,0.9928304553031921,1,train,False,0.003864325350150466,2,expanded_gray_fill_1.25,umbrella,True,0.9941301941871643,1,0.0014492019545286894,0.9889661299530417,0.9926809922326356,True,False,False,False,True,True,True,True,False,0.0,6,1,0,0.07461734693877552,0.009207589285714286,True,False,False,False
126,,dog,dog,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,dog,0.9937177896499634,True,True,False,0.9937177896499634,1,hot dog,False,0.004866424947977066,2,expanded_gray_fill_1.25,dog,True,0.9960724115371704,1,0.00014151912182569504,0.9888513647019863,0.9959308924153447,True,False,False,False,True,True,True,True,False,0.008136094674556213,6,1,1,0.23389668367346939,0.09207589285714286,True,False,False,False
127,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9916180968284607,True,True,False,0.9916180968284607,1,train,False,0.005546322092413902,2,expanded_gray_fill_1.25,bus,True,0.9970508813858032,1,0.0023217536509037018,0.9860717747360468,0.9947291277348995,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.1259167729591837,0.014229910714285714,True,False,False,True
128,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9999709129333496,True,True,False,0.9999709129333496,1,train,False,1.8531289242673665e-05,2,expanded_blur_1.25,bus,True,0.999966025352478,1,2.155186484742444e-05,0.9999523816441069,0.9999444734876306,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.13895089285714285,0.01211734693877551,True,False,False,True
129,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.9971354007720947,True,True,False,0.9971354007720947,1,truck,False,0.0021822485141456127,2,expanded_blur_1.25,train,True,0.9967196583747864,1,0.0026589238550513983,0.9949531522579491,0.994060734519735,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.5724649234693877,0.002072704081632653,True,False,False,False
130,,clock,clock,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,clock,0.9708994626998901,True,True,False,0.9708994626998901,1,donut,False,0.008623993024230003,2,expanded_gray_fill_1.25,clock,True,0.9993320107460022,1,1.1913904018001631e-05,0.9622754696756601,0.9993200968419842,True,True,False,False,True,True,True,True,False,0.0,7,1,1,0.10819913903061225,0.007254464285714286,True,False,False,False
131,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.9980345368385315,True,True,False,0.9980345368385315,1,truck,False,0.0017797598848119378,2,expanded_blur_1.25,train,True,0.9977299571037292,1,0.0019287298200652003,0.9962547769537196,0.995801227283664,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.13083944515306123,0.0037667410714285715,True,False,False,True
132,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bicycle,0.9102784395217896,False,False,True,0.07516317069530487,2,bicycle,False,0.9102784395217896,1,expanded_blur_1.25,bicycle,False,0.07404317706823349,2,0.9117586612701416,-0.8351152688264847,-0.8377154842019081,False,False,False,False,False,True,True,True,False,0.005541189508681197,1,2,0,0.06138392857142857,0.001992984693877551,True,False,False,False
133,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,car,0.7900204062461853,True,True,False,0.7900204062461853,1,bus,False,0.11463741958141327,2,gaussian_blur,car,True,0.7185255289077759,1,0.14930687844753265,0.675382986664772,0.5692186504602432,False,False,False,False,True,True,True,True,False,0.0,6,1,1,0.11792490433673469,0.003826530612244898,True,False,False,False
134,,bicycle,bicycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bicycle,0.994886577129364,True,True,False,0.994886577129364,1,motorcycle,False,0.004429302178323269,2,gray_fill,bicycle,True,0.9950774312019348,1,0.004201116971671581,0.9904572749510407,0.9908763142302632,True,False,False,False,True,True,True,True,False,0.0,1,2,0,0.06696428571428571,0.004185267857142857,True,False,False,False
135,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.9996589422225952,True,True,False,0.9996589422225952,1,airplane,False,0.00021715690672863275,2,gray_fill,train,True,0.9996788501739502,1,0.00020940710965078324,0.9994417853158666,0.9994694430642994,True,False,False,False,True,True,True,True,False,0.0,3,1,1,0.28515625,0.005919164540816327,True,False,False,True
136,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9998617172241211,True,True,False,0.9998617172241211,1,train,False,0.00011586812615860254,2,expanded_blur_1.25,bus,True,0.9998466968536377,1,0.00012673524906858802,0.9997458490979625,0.9997199616045691,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.14899553571428573,0.0033482142857142855,True,False,False,True
137,,suitcase,suitcase,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,suitcase,0.9686591029167175,True,True,False,0.9686591029167175,1,backpack,False,0.0166326891630888,2,expanded_blur_1.25,suitcase,True,0.9668143391609192,1,0.020301420241594315,0.9520264137536287,0.9465129189193249,False,False,False,False,True,True,True,True,False,0.0,4,1,0,0.061822385204081634,0.006696428571428571,True,False,False,False
138,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,motorcycle,0.9980406165122986,True,True,False,0.9980406165122986,1,car,False,0.0008743524085730314,2,expanded_gray_fill_1.25,motorcycle,True,0.9979900121688843,1,0.0009968128288164735,0.9971662641037256,0.9969931993400678,False,False,False,False,True,True,True,True,False,0.0,1,2,0,0.05474728954081633,0.015066964285714286,True,False,False,False
139,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.835045337677002,True,True,False,0.835045337677002,1,dog,False,0.08391578495502472,2,gaussian_blur,truck,True,0.914084255695343,1,0.03622199594974518,0.7511295527219772,0.8778622597455978,True,True,False,True,True,True,True,True,False,0.0016490765171503958,5,2,1,0.8348214285714286,0.012555803571428572,True,False,False,False
140,,cup,cup,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cake,0.49642202258110046,False,False,False,0.008046490140259266,6,cake,False,0.49642202258110046,1,expanded_gray_fill_1.25,cake,False,0.011108395643532276,6,0.5721620321273804,-0.4883755324408412,-0.5610536364838481,False,False,False,False,False,False,False,False,False,0.0,2,1,1,0.10014748086734694,0.021922831632653062,True,False,False,True
141,,umbrella,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,umbrella,0.4232200086116791,True,True,False,0.4232200086116791,1,train,False,0.3237064778804779,2,expanded_gray_fill_1.25,umbrella,True,0.7894940376281738,1,0.12384899705648422,0.09951353073120117,0.6656450405716896,True,True,False,True,True,True,True,True,True,0.024404905025246452,3,1,1,0.1605548469387755,0.052734375,True,False,False,True
