example_id,human_label,variant,selected_proposal_type,selected_family,selected_bbox,selected_area_fraction,overlaps_text_box,overlaps_object_box
128,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 91, 215, 122]",0.12727200255102042,False,True
129,train,excl_ocr,grid_patch_30,grid_patch,"[157, 66, 224, 133]",0.08946508290816327,False,False
129,train,incl_ocr,grid_patch_30,grid_patch,"[157, 66, 224, 133]",0.08946508290816327,False,False
130,clock,excl_ocr,horizontal_text_band,edge_dense,"[25, 39, 199, 61]",0.07629145408163265,False,False
130,clock,incl_ocr,horizontal_text_band,edge_dense,"[25, 39, 199, 61]",0.07629145408163265,False,False
131,train,excl_ocr,grid_patch_18,grid_patch,"[180, 120, 220, 160]",0.03188775510204082,False,False
131,train,incl_ocr,grid_patch_18,grid_patch,"[180, 120, 220, 160]",0.03188775510204082,False,False
132,motorcycle,excl_ocr,grid_patch_18,grid_patch,"[20, 180, 60, 220]",0.03188775510204082,False,True
132,motorcycle,incl_ocr,grid_patch_18,grid_patch,"[20, 180, 60, 220]",0.03188775510204082,False,True
133,car,excl_ocr,grid_patch_18,grid_patch,"[0, 80, 40, 120]",0.03188775510204082,False,False
133,car,incl_ocr,ocr_text_box,ocr_text_box,"[42, 57, 59, 63]",0.002032844387755102,True,False
134,bicycle,excl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,True
134,bicycle,incl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,True
135,train,excl_ocr,horizontal_text_band,edge_dense,"[25, 22, 199, 44]",0.07629145408163265,False,False
135,train,incl_ocr,horizontal_text_band,edge_dense,"[25, 22, 199, 44]",0.07629145408163265,False,False
136,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 75, 215, 106]",0.12727200255102042,False,True
136,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 75, 215, 106]",0.12727200255102042,False,True
137,suitcase,excl_ocr,horizontal_text_band,edge_dense,"[9, 51, 215, 82]",0.12727200255102042,False,False
137,suitcase,incl_ocr,horizontal_text_band,edge_dense,"[9, 51, 215, 82]",0.12727200255102042,False,False
138,motorcycle,excl_ocr,random_patch_control,random_patch,"[14, 155, 112, 190]",0.068359375,False,True
138,motorcycle,incl_ocr,random_patch_control,random_patch,"[14, 155, 112, 190]",0.068359375,False,True
139,truck,excl_ocr,horizontal_text_band,edge_dense,"[50, 210, 173, 224]",0.03431919642857143,True,False
139,truck,incl_ocr,horizontal_text_band,edge_dense,"[50, 210, 173, 224]",0.03431919642857143,True,False
140,cup,excl_ocr,grid_patch_18,grid_patch,"[184, 140, 224, 180]",0.03188775510204082,False,False
140,cup,incl_ocr,grid_patch_18,grid_patch,"[184, 140, 224, 180]",0.03188775510204082,False,False
141,umbrella,excl_ocr,grid_patch_18,grid_patch,"[180, 100, 220, 140]",0.03188775510204082,False,True
141,umbrella,incl_ocr,grid_patch_18,grid_patch,"[180, 100, 220, 140]",0.03188775510204082,False,True
142,umbrella,excl_ocr,random_patch_control,random_patch,"[84, 177, 182, 212]",0.068359375,True,False
142,umbrella,incl_ocr,random_patch_control,random_patch,"[84, 177, 182, 212]",0.068359375,True,False
143,truck,excl_ocr,horizontal_text_band,edge_dense,"[25, 168, 199, 190]",0.07629145408163265,False,True
143,truck,incl_ocr,horizontal_text_band,edge_dense,"[25, 168, 199, 190]",0.07629145408163265,False,True
144,bicycle,excl_ocr,grid_patch_18,grid_patch,"[180, 80, 220, 120]",0.03188775510204082,False,True
144,bicycle,incl_ocr,grid_patch_18,grid_patch,"[180, 80, 220, 120]",0.03188775510204082,False,True
145,laptop,excl_ocr,text_box_component,high_contrast,"[148, 16, 166, 31]",0.005381058673469388,True,False
145,laptop,incl_ocr,ocr_text_box,ocr_text_box,"[135, 11, 159, 27]",0.007653061224489796,True,False
146,bicycle,excl_ocr,horizontal_text_band,edge_dense,"[9, 97, 215, 128]",0.12727200255102042,False,True
146,bicycle,incl_ocr,horizontal_text_band,edge_dense,"[9, 97, 215, 128]",0.12727200255102042,False,True
147,truck,excl_ocr,grid_patch_18,grid_patch,"[20, 140, 60, 180]",0.03188775510204082,False,True
147,truck,incl_ocr,grid_patch_18,grid_patch,"[20, 140, 60, 180]",0.03188775510204082,False,True
148,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 169, 215, 200]",0.12727200255102042,False,True
148,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 169, 215, 200]",0.12727200255102042,False,True
149,cake,excl_ocr,grid_patch_18,grid_patch,"[140, 80, 180, 120]",0.03188775510204082,False,True
149,cake,incl_ocr,grid_patch_18,grid_patch,"[140, 80, 180, 120]",0.03188775510204082,False,True
150,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[25, 108, 199, 130]",0.07629145408163265,False,True
150,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[25, 108, 199, 130]",0.07629145408163265,False,True
151,truck,excl_ocr,horizontal_text_band,edge_dense,"[9, 183, 215, 214]",0.12727200255102042,False,False
151,truck,incl_ocr,horizontal_text_band,edge_dense,"[9, 183, 215, 214]",0.12727200255102042,False,False
152,banana,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 53, 53]",0.055982940051020405,False,False
152,banana,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 53, 53]",0.055982940051020405,False,False
153,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[25, 103, 199, 125]",0.07629145408163265,False,True
153,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[25, 103, 199, 125]",0.07629145408163265,False,True
154,car,excl_ocr,horizontal_text_band,edge_dense,"[25, 51, 199, 73]",0.07629145408163265,False,False
154,car,incl_ocr,horizontal_text_band,edge_dense,"[25, 51, 199, 73]",0.07629145408163265,False,False
155,cat,excl_ocr,random_patch_control,random_patch,"[69, 166, 147, 222]",0.08705357142857142,False,True
155,cat,incl_ocr,random_patch_control,random_patch,"[69, 166, 147, 222]",0.08705357142857142,False,True
156,laptop,excl_ocr,horizontal_text_band,edge_dense,"[25, 164, 199, 186]",0.07629145408163265,False,False
156,laptop,incl_ocr,horizontal_text_band,edge_dense,"[25, 164, 199, 186]",0.07629145408163265,False,False
157,airplane,excl_ocr,horizontal_text_band,edge_dense,"[50, 157, 173, 174]",0.041673309948979595,False,True
157,airplane,incl_ocr,horizontal_text_band,edge_dense,"[50, 157, 173, 174]",0.041673309948979595,False,True
158,motorcycle,excl_ocr,random_patch_control,random_patch,"[107, 178, 205, 213]",0.068359375,False,False
158,motorcycle,incl_ocr,random_patch_control,random_patch,"[107, 178, 205, 213]",0.068359375,False,False
159,pizza,excl_ocr,horizontal_text_band,edge_dense,"[9, 114, 215, 145]",0.12727200255102042,False,True
159,pizza,incl_ocr,horizontal_text_band,edge_dense,"[9, 114, 215, 145]",0.12727200255102042,False,True
160,suitcase,excl_ocr,grid_patch_18,grid_patch,"[184, 100, 224, 140]",0.03188775510204082,False,False
160,suitcase,incl_ocr,grid_patch_18,grid_patch,"[184, 100, 224, 140]",0.03188775510204082,False,False
161,car,excl_ocr,grid_patch_18,grid_patch,"[160, 80, 200, 120]",0.03188775510204082,False,False
161,car,incl_ocr,grid_patch_18,grid_patch,"[160, 80, 200, 120]",0.03188775510204082,False,False
162,cow,excl_ocr,grid_patch_18,grid_patch,"[180, 20, 220, 60]",0.03188775510204082,False,False
162,cow,incl_ocr,grid_patch_18,grid_patch,"[180, 20, 220, 60]",0.03188775510204082,False,False
163,hot dog,excl_ocr,corner_edge_watermark,edge_dense,"[74, 195, 150, 224]",0.04392538265306122,False,False
163,hot dog,incl_ocr,corner_edge_watermark,edge_dense,"[74, 195, 150, 224]",0.04392538265306122,False,False
164,cat,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 76, 29]",0.04392538265306122,False,False
164,cat,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 76, 29]",0.04392538265306122,False,False
165,laptop,excl_ocr,horizontal_text_band,edge_dense,"[25, 86, 199, 108]",0.07629145408163265,False,False
165,laptop,incl_ocr,horizontal_text_band,edge_dense,"[25, 86, 199, 108]",0.07629145408163265,False,False
166,elephant,excl_ocr,grid_patch_18,grid_patch,"[180, 40, 220, 80]",0.03188775510204082,False,False
166,elephant,incl_ocr,grid_patch_18,grid_patch,"[180, 40, 220, 80]",0.03188775510204082,False,False
167,bus,excl_ocr,horizontal_text_band,edge_dense,"[25, 5, 199, 27]",0.07629145408163265,False,False
167,bus,incl_ocr,horizontal_text_band,edge_dense,"[25, 5, 199, 27]",0.07629145408163265,False,False
168,sandwich,excl_ocr,random_patch_control,random_patch,"[66, 155, 164, 190]",0.068359375,False,True
168,sandwich,incl_ocr,random_patch_control,random_patch,"[66, 155, 164, 190]",0.068359375,False,True
169,cow,excl_ocr,horizontal_text_band,edge_dense,"[25, 170, 199, 192]",0.07629145408163265,False,True
169,cow,incl_ocr,horizontal_text_band,edge_dense,"[25, 170, 199, 192]",0.07629145408163265,False,True
170,pizza,excl_ocr,grid_patch_18,grid_patch,"[20, 20, 60, 60]",0.03188775510204082,False,False
170,pizza,incl_ocr,grid_patch_18,grid_patch,"[20, 20, 60, 60]",0.03188775510204082,False,False
171,cake,excl_ocr,horizontal_text_band,edge_dense,"[25, 162, 199, 184]",0.07629145408163265,False,True
171,cake,incl_ocr,horizontal_text_band,edge_dense,"[25, 162, 199, 184]",0.07629145408163265,False,True
172,airplane,excl_ocr,grid_patch_18,grid_patch,"[20, 120, 60, 160]",0.03188775510204082,False,False
172,airplane,incl_ocr,grid_patch_18,grid_patch,"[20, 120, 60, 160]",0.03188775510204082,False,False
173,pizza,excl_ocr,random_patch_control,random_patch,"[3, 163, 101, 198]",0.068359375,False,False
173,pizza,incl_ocr,random_patch_control,random_patch,"[3, 163, 101, 198]",0.068359375,False,False
174,vase,excl_ocr,horizontal_text_band,edge_dense,"[9, 30, 215, 61]",0.12727200255102042,False,False
174,vase,incl_ocr,horizontal_text_band,edge_dense,"[9, 30, 215, 61]",0.12727200255102042,False,False
175,teddy bear,excl_ocr,random_patch_control,random_patch,"[146, 10, 186, 36]",0.02072704081632653,True,False
175,teddy bear,incl_ocr,random_patch_control,random_patch,"[146, 10, 186, 36]",0.02072704081632653,True,False
176,laptop,excl_ocr,corner_edge_watermark,edge_dense,"[148, 0, 224, 29]",0.04392538265306122,False,False
176,laptop,incl_ocr,corner_edge_watermark,edge_dense,"[148, 0, 224, 29]",0.04392538265306122,False,False
177,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[9, 135, 215, 166]",0.12727200255102042,False,True
177,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[9, 135, 215, 166]",0.12727200255102042,False,True
178,cake,excl_ocr,corner_edge_watermark,edge_dense,"[148, 195, 224, 224]",0.04392538265306122,True,False
178,cake,incl_ocr,corner_edge_watermark,edge_dense,"[148, 195, 224, 224]",0.04392538265306122,True,False
179,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[9, 125, 215, 156]",0.12727200255102042,False,True
179,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[9, 125, 215, 156]",0.12727200255102042,False,True
180,broccoli,excl_ocr,horizontal_text_band,edge_dense,"[9, 25, 215, 56]",0.12727200255102042,False,True
180,broccoli,incl_ocr,horizontal_text_band,edge_dense,"[9, 25, 215, 56]",0.12727200255102042,False,True
181,airplane,excl_ocr,horizontal_text_band,edge_dense,"[9, 136, 215, 167]",0.12727200255102042,False,True
181,airplane,incl_ocr,horizontal_text_band,edge_dense,"[9, 136, 215, 167]",0.12727200255102042,False,True
182,apple,excl_ocr,grid_patch_18,grid_patch,"[160, 120, 200, 160]",0.03188775510204082,False,False
182,apple,incl_ocr,grid_patch_18,grid_patch,"[160, 120, 200, 160]",0.03188775510204082,False,False
183,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[50, 205, 173, 222]",0.041673309948979595,False,False
183,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[50, 205, 173, 222]",0.041673309948979595,False,False
184,dog,excl_ocr,grid_patch_18,grid_patch,"[184, 80, 224, 120]",0.03188775510204082,False,True
184,dog,incl_ocr,grid_patch_18,grid_patch,"[184, 80, 224, 120]",0.03188775510204082,False,True
185,pizza,excl_ocr,horizontal_text_band,edge_dense,"[50, 204, 173, 221]",0.041673309948979595,False,True
185,pizza,incl_ocr,horizontal_text_band,edge_dense,"[50, 204, 173, 221]",0.041673309948979595,False,True
186,bus,excl_ocr,horizontal_text_band,edge_dense,"[25, 161, 199, 183]",0.07629145408163265,False,True
186,bus,incl_ocr,horizontal_text_band,edge_dense,"[25, 161, 199, 183]",0.07629145408163265,False,True
187,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 92, 215, 123]",0.12727200255102042,False,True
187,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 92, 215, 123]",0.12727200255102042,False,True
188,clock,excl_ocr,random_patch_control,random_patch,"[71, 6, 169, 41]",0.068359375,False,True
188,clock,incl_ocr,random_patch_control,random_patch,"[71, 6, 169, 41]",0.068359375,False,True
189,laptop,excl_ocr,corner_edge_watermark,edge_dense,"[60, 189, 163, 224]",0.07184709821428571,False,False
189,laptop,incl_ocr,corner_edge_watermark,edge_dense,"[60, 189, 163, 224]",0.07184709821428571,False,False
190,laptop,excl_ocr,grid_patch_18,grid_patch,"[140, 40, 180, 80]",0.03188775510204082,False,False
190,laptop,incl_ocr,grid_patch_18,grid_patch,"[140, 40, 180, 80]",0.03188775510204082,False,False
191,teddy bear,excl_ocr,grid_patch_18,grid_patch,"[100, 184, 140, 224]",0.03188775510204082,False,False
191,teddy bear,incl_ocr,grid_patch_18,grid_patch,"[100, 184, 140, 224]",0.03188775510204082,False,False
192,car,excl_ocr,random_patch_control,random_patch,"[138, 158, 194, 198]",0.044642857142857144,False,False
192,car,incl_ocr,random_patch_control,random_patch,"[138, 158, 194, 198]",0.044642857142857144,False,False
193,sandwich,excl_ocr,horizontal_text_band,edge_dense,"[25, 75, 199, 97]",0.07629145408163265,False,True
193,sandwich,incl_ocr,horizontal_text_band,edge_dense,"[25, 75, 199, 97]",0.07629145408163265,False,True
194,bird,excl_ocr,grid_patch_18,grid_patch,"[40, 0, 80, 40]",0.03188775510204082,False,False
194,bird,incl_ocr,grid_patch_18,grid_patch,"[40, 0, 80, 40]",0.03188775510204082,False,False
195,banana,excl_ocr,horizontal_text_band,edge_dense,"[50, 208, 173, 224]",0.0392219387755102,False,False
195,banana,incl_ocr,horizontal_text_band,edge_dense,"[50, 208, 173, 224]",0.0392219387755102,False,False
196,donut,excl_ocr,random_patch_control,random_patch,"[21, 147, 77, 187]",0.044642857142857144,False,False
196,donut,incl_ocr,random_patch_control,random_patch,"[21, 147, 77, 187]",0.044642857142857144,False,False
197,pizza,excl_ocr,horizontal_text_band,edge_dense,"[9, 83, 215, 114]",0.12727200255102042,False,True
197,pizza,incl_ocr,horizontal_text_band,edge_dense,"[9, 83, 215, 114]",0.12727200255102042,False,True
198,cat,excl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,False
198,cat,incl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,False
199,cake,excl_ocr,grid_patch_18,grid_patch,"[100, 160, 140, 200]",0.03188775510204082,False,True
199,cake,incl_ocr,grid_patch_18,grid_patch,"[100, 160, 140, 200]",0.03188775510204082,False,True
200,cake,excl_ocr,horizontal_text_band,edge_dense,"[50, 183, 173, 200]",0.041673309948979595,True,False
200,cake,incl_ocr,horizontal_text_band,edge_dense,"[50, 183, 173, 200]",0.041673309948979595,True,False
201,truck,excl_ocr,horizontal_text_band,edge_dense,"[9, 167, 215, 198]",0.12727200255102042,False,True
201,truck,incl_ocr,horizontal_text_band,edge_dense,"[9, 167, 215, 198]",0.12727200255102042,False,True
202,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 108, 215, 139]",0.12727200255102042,False,True
202,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 108, 215, 139]",0.12727200255102042,False,True
203,cake,excl_ocr,horizontal_text_band,edge_dense,"[9, 176, 215, 207]",0.12727200255102042,False,True
203,cake,incl_ocr,horizontal_text_band,edge_dense,"[9, 176, 215, 207]",0.12727200255102042,False,True
204,laptop,excl_ocr,grid_patch_18,grid_patch,"[60, 160, 100, 200]",0.03188775510204082,False,True
204,laptop,incl_ocr,grid_patch_18,grid_patch,"[60, 160, 100, 200]",0.03188775510204082,False,True
205,car,excl_ocr,corner_edge_watermark,edge_dense,"[148, 0, 224, 29]",0.04392538265306122,False,True
205,car,incl_ocr,corner_edge_watermark,edge_dense,"[148, 0, 224, 29]",0.04392538265306122,False,True
206,clock,excl_ocr,grid_patch_18,grid_patch,"[184, 80, 224, 120]",0.03188775510204082,False,True
206,clock,incl_ocr,grid_patch_18,grid_patch,"[184, 80, 224, 120]",0.03188775510204082,False,True
207,horse,excl_ocr,horizontal_text_band,edge_dense,"[9, 105, 215, 136]",0.12727200255102042,False,True
207,horse,incl_ocr,horizontal_text_band,edge_dense,"[9, 105, 215, 136]",0.12727200255102042,False,True
208,bus,excl_ocr,grid_patch_18,grid_patch,"[160, 140, 200, 180]",0.03188775510204082,False,True
208,bus,incl_ocr,grid_patch_18,grid_patch,"[160, 140, 200, 180]",0.03188775510204082,False,True
209,umbrella,excl_ocr,text_box_component,high_contrast,"[53, 153, 69, 165]",0.003826530612244898,False,False
209,umbrella,incl_ocr,text_box_component,high_contrast,"[53, 153, 69, 165]",0.003826530612244898,False,False
210,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 104, 215, 135]",0.12727200255102042,False,True
210,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 104, 215, 135]",0.12727200255102042,False,True
211,pizza,excl_ocr,horizontal_text_band,edge_dense,"[25, 70, 199, 92]",0.07629145408163265,False,True
211,pizza,incl_ocr,horizontal_text_band,edge_dense,"[25, 70, 199, 92]",0.07629145408163265,False,True
212,umbrella,excl_ocr,corner_edge_watermark,edge_dense,"[74, 0, 150, 29]",0.04392538265306122,False,False
212,umbrella,incl_ocr,corner_edge_watermark,edge_dense,"[74, 0, 150, 29]",0.04392538265306122,False,False
213,teddy bear,excl_ocr,corner_edge_watermark,edge_dense,"[60, 0, 163, 35]",0.07184709821428571,False,False
213,teddy bear,incl_ocr,corner_edge_watermark,edge_dense,"[60, 0, 163, 35]",0.07184709821428571,False,False
214,laptop,excl_ocr,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.03188775510204082,True,True
214,laptop,incl_ocr,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.03188775510204082,True,True
215,airplane,excl_ocr,horizontal_text_band,edge_dense,"[25, 102, 199, 124]",0.07629145408163265,False,True
215,airplane,incl_ocr,horizontal_text_band,edge_dense,"[25, 102, 199, 124]",0.07629145408163265,False,True
216,cow,excl_ocr,text_box_component,high_contrast,"[32, 66, 90, 92]",0.03005420918367347,False,False
216,cow,incl_ocr,text_box_component,high_contrast,"[32, 66, 90, 92]",0.03005420918367347,False,False
217,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[50, 184, 173, 201]",0.041673309948979595,False,True
217,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[50, 184, 173, 201]",0.041673309948979595,False,True
218,airplane,excl_ocr,horizontal_text_band,edge_dense,"[9, 50, 215, 81]",0.12727200255102042,False,True
218,airplane,incl_ocr,horizontal_text_band,edge_dense,"[9, 50, 215, 81]",0.12727200255102042,False,True
219,backpack,excl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,False
219,backpack,incl_ocr,corner_edge_watermark,edge_dense,"[0, 0, 103, 35]",0.07184709821428571,False,False
220,pizza,excl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,True
220,pizza,incl_ocr,grid_patch_18,grid_patch,"[120, 160, 160, 200]",0.03188775510204082,False,True
221,teddy bear,excl_ocr,horizontal_text_band,edge_dense,"[9, 39, 215, 70]",0.12727200255102042,False,True
221,teddy bear,incl_ocr,horizontal_text_band,edge_dense,"[9, 39, 215, 70]",0.12727200255102042,False,True
222,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[50, 197, 173, 214]",0.041673309948979595,False,False
222,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[50, 197, 173, 214]",0.041673309948979595,False,False
223,sandwich,excl_ocr,horizontal_text_band,edge_dense,"[50, 173, 173, 190]",0.041673309948979595,False,False
223,sandwich,incl_ocr,horizontal_text_band,edge_dense,"[50, 173, 173, 190]",0.041673309948979595,False,False
224,dog,excl_ocr,grid_patch_18,grid_patch,"[100, 180, 140, 220]",0.03188775510204082,False,False
224,dog,incl_ocr,grid_patch_18,grid_patch,"[100, 180, 140, 220]",0.03188775510204082,False,False
225,truck,excl_ocr,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.03188775510204082,False,False
225,truck,incl_ocr,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.03188775510204082,False,False
226,cup,excl_ocr,grid_patch_18,grid_patch,"[40, 20, 80, 60]",0.03188775510204082,False,True
226,cup,incl_ocr,grid_patch_18,grid_patch,"[40, 20, 80, 60]",0.03188775510204082,False,True
227,car,excl_ocr,text_box_component,high_contrast,"[133, 216, 152, 224]",0.0030293367346938774,False,False
227,car,incl_ocr,ocr_text_box,ocr_text_box,"[46, 157, 93, 178]",0.019670758928571428,True,False
228,banana,excl_ocr,text_box_component,high_contrast,"[58, 178, 136, 193]",0.023317920918367346,False,False
228,banana,incl_ocr,text_box_component,high_contrast,"[58, 178, 136, 193]",0.023317920918367346,False,False
229,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[9, 73, 215, 104]",0.12727200255102042,False,True
229,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[9, 73, 215, 104]",0.12727200255102042,False,True
230,cell phone,excl_ocr,horizontal_text_band,edge_dense,"[9, 61, 215, 92]",0.12727200255102042,False,True
230,cell phone,incl_ocr,horizontal_text_band,edge_dense,"[9, 61, 215, 92]",0.12727200255102042,False,True
231,motorcycle,excl_ocr,grid_patch_18,grid_patch,"[180, 60, 220, 100]",0.03188775510204082,True,False
231,motorcycle,incl_ocr,grid_patch_18,grid_patch,"[180, 60, 220, 100]",0.03188775510204082,True,False
232,bottle,excl_ocr,horizontal_text_band,edge_dense,"[9, 206, 215, 224]",0.0738998724489796,False,False
232,bottle,incl_ocr,horizontal_text_band,edge_dense,"[9, 206, 215, 224]",0.0738998724489796,False,False
233,truck,excl_ocr,grid_patch_18,grid_patch,"[180, 100, 220, 140]",0.03188775510204082,True,False
233,truck,incl_ocr,grid_patch_18,grid_patch,"[180, 100, 220, 140]",0.03188775510204082,True,False
234,train,excl_ocr,horizontal_text_band,edge_dense,"[9, 77, 215, 108]",0.12727200255102042,False,True
234,train,incl_ocr,horizontal_text_band,edge_dense,"[9, 77, 215, 108]",0.12727200255102042,False,True
235,teddy bear,excl_ocr,random_patch_control,random_patch,"[25, 12, 123, 47]",0.068359375,False,False
235,teddy bear,incl_ocr,random_patch_control,random_patch,"[25, 12, 123, 47]",0.068359375,False,False
236,airplane,excl_ocr,horizontal_text_band,edge_dense,"[9, 61, 215, 92]",0.12727200255102042,False,True
236,airplane,incl_ocr,horizontal_text_band,edge_dense,"[9, 61, 215, 92]",0.12727200255102042,False,True
237,umbrella,excl_ocr,grid_patch_18,grid_patch,"[160, 20, 200, 60]",0.03188775510204082,True,False
237,umbrella,incl_ocr,grid_patch_18,grid_patch,"[160, 20, 200, 60]",0.03188775510204082,True,False
238,bird,excl_ocr,horizontal_text_band,edge_dense,"[9, 206, 215, 224]",0.0738998724489796,False,False
238,bird,incl_ocr,horizontal_text_band,edge_dense,"[9, 206, 215, 224]",0.0738998724489796,False,False
239,train,excl_ocr,grid_patch_18,grid_patch,"[20, 180, 60, 220]",0.03188775510204082,False,False
239,train,incl_ocr,grid_patch_18,grid_patch,"[20, 180, 60, 220]",0.03188775510204082,False,False
240,truck,excl_ocr,horizontal_text_band,edge_dense,"[9, 85, 215, 116]",0.12727200255102042,False,True
240,truck,incl_ocr,horizontal_text_band,edge_dense,"[9, 85, 215, 116]",0.12727200255102042,False,True
241,pizza,excl_ocr,horizontal_text_band,edge_dense,"[9, 88, 215, 119]",0.12727200255102042,False,True
241,pizza,incl_ocr,horizontal_text_band,edge_dense,"[9, 88, 215, 119]",0.12727200255102042,False,True
242,bicycle,excl_ocr,corner_edge_watermark,edge_dense,"[121, 189, 224, 224]",0.07184709821428571,False,True
242,bicycle,incl_ocr,corner_edge_watermark,edge_dense,"[121, 189, 224, 224]",0.07184709821428571,False,True
243,car,excl_ocr,horizontal_text_band,edge_dense,"[25, 0, 199, 21]",0.07282366071428571,False,False
243,car,incl_ocr,horizontal_text_band,edge_dense,"[25, 0, 199, 21]",0.07282366071428571,False,False
244,zebra,excl_ocr,horizontal_text_band,edge_dense,"[9, 111, 215, 142]",0.12727200255102042,False,True
244,zebra,incl_ocr,horizontal_text_band,edge_dense,"[9, 111, 215, 142]",0.12727200255102042,False,True
245,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 95, 215, 126]",0.12727200255102042,False,False
245,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 95, 215, 126]",0.12727200255102042,False,False
246,car,excl_ocr,grid_patch_18,grid_patch,"[40, 0, 80, 40]",0.03188775510204082,False,False
246,car,incl_ocr,grid_patch_18,grid_patch,"[40, 0, 80, 40]",0.03188775510204082,False,False
247,motorcycle,excl_ocr,horizontal_text_band,edge_dense,"[50, 24, 173, 41]",0.041673309948979595,False,False
247,motorcycle,incl_ocr,horizontal_text_band,edge_dense,"[50, 24, 173, 41]",0.041673309948979595,False,False
248,airplane,excl_ocr,random_patch_control,random_patch,"[32, 151, 88, 191]",0.044642857142857144,False,True
248,airplane,incl_ocr,random_patch_control,random_patch,"[32, 151, 88, 191]",0.044642857142857144,False,True
249,bus,excl_ocr,horizontal_text_band,edge_dense,"[9, 157, 215, 188]",0.12727200255102042,False,True
249,bus,incl_ocr,horizontal_text_band,edge_dense,"[9, 157, 215, 188]",0.12727200255102042,False,True
250,bottle,excl_ocr,grid_patch_18,grid_patch,"[0, 0, 40, 40]",0.03188775510204082,False,False
250,bottle,incl_ocr,grid_patch_18,grid_patch,"[0, 0, 40, 40]",0.03188775510204082,False,False
251,truck,excl_ocr,random_patch_control,random_patch,"[77, 162, 175, 197]",0.068359375,False,True
251,truck,incl_ocr,random_patch_control,random_patch,"[77, 162, 175, 197]",0.068359375,False,True
252,umbrella,excl_ocr,horizontal_text_band,edge_dense,"[9, 179, 215, 210]",0.12727200255102042,False,False
252,umbrella,incl_ocr,horizontal_text_band,edge_dense,"[9, 179, 215, 210]",0.12727200255102042,False,False
253,teddy bear,excl_ocr,horizontal_text_band,edge_dense,"[25, 195, 199, 217]",0.07629145408163265,True,False
253,teddy bear,incl_ocr,horizontal_text_band,edge_dense,"[25, 195, 199, 217]",0.07629145408163265,True,False
254,hot dog,excl_ocr,horizontal_text_band,edge_dense,"[9, 106, 215, 137]",0.12727200255102042,False,True
254,hot dog,incl_ocr,horizontal_text_band,edge_dense,"[9, 106, 215, 137]",0.12727200255102042,False,True
255,motorcycle,excl_ocr,random_patch_control,random_patch,"[145, 140, 201, 180]",0.044642857142857144,False,True
255,motorcycle,incl_ocr,random_patch_control,random_patch,"[145, 140, 201, 180]",0.044642857142857144,False,True
256,pizza,excl_ocr,text_box_component,high_contrast,"[121, 179, 139, 195]",0.005739795918367347,False,False
256,pizza,incl_ocr,text_box_component,high_contrast,"[121, 179, 139, 195]",0.005739795918367347,False,False
